imgnum,mid,text,label
4140,zdoVW1qtg,【冬日止咳小妙招 】1.伤风咳：红塘姜枣汤 2.风寒咳：白萝卜蜂蜜 3.咳嗽肺痈：鲜梨贝母 4.肺虚久咳：冰糖燕窝粥 5.久咳咽干：蒸白梨蜂蜜 6.止咳祛痰涎：萝卜胡椒；7.止咳化痰平喘：豆腐糖 8.补虚：糖水冲鸡蛋 9.夜咳：芝麻冰糖水。吃货们注意预防感冒！！！,0
234,ztsSPqJ47,亲爱的灾民们，你们不要着急，直升飞机很忙，再等几天都到了，你们一定坚持，一定要坚强，同胞们！加油！祈福。。。[蜡烛]@杂谈五味 @何兵,1
3490,z7AjRef0x,【周杰伦染金发秀肌肉：哥练的是毅力】近日，周杰伦新专辑全新造型引发热议。一头白发被吐槽像越南洗剪吹组合，而傲人的八块腹肌也被指尺度过大。今日首次以新造型来内地开唱的周杰伦，通过舞蹈老师@小麥MAI 的微博自曝八块肌肉得来不易，“哥练的不是肌肉，练的是毅力。”http://t.cn/zjtug22 (新娱),0
1834,yCK1EFfjz,爱尔兰瑞尔航空公司今早公布的新LOGO……「via白丁2008」（关注@GayHostel）,1
5122,AbG8Yazat,#舌尖上的济南#【鸿鲲楼三汁焖锅】三汁焖锅以精选肉、鱼、鲜菜为食材，以特制酱料为味媒，慢火焖煮，将食材引导烹饪至营养美味的高峰，焖煮至十成火候时，肉汁、菜汁、酱汁三汁浓香齐发，鱼肉蔬菜香而不腻、烂而不糊，且鱼、肉、蔬菜等多种原味的食材间毫无串味，美味营养而带些许神奇底蕴。by15,0
1511,ywl5habDg,【孙杨90后嫩模女友曝光】昨日有一八卦周刊的记者微博爆出孙杨的90后嫩模女友莫西。不少网友对此表示祝福，但是也有不少网友反对两人在一起，认定“孙杨和叶诗文”才是最佳一对。http://t.cn/zWWx9i4 PS:看起来好成熟，孙杨那么萌，老牛啃嫩草？！,1
2290,yAWxY4wUX,@揭露社会黑暗面：他死了为保护一群陌生人。而这群被保护者事后一拥而散，无人愿做目击证人。22日，天津50路公交出现小偷，司机提醒乘客小心。结果，在全车人围观中，被小偷连捅数刀。受伤后，他被独自留在工作多年的公交上，流干了血，去世。图片记下这最后一刻，那时他在想什么？谁知道他的名字？,1
3333,zEkInCti8,【每天送50元话费】7月8日起至未来某一日（阿嬷说的算），关注@厦门魔法阿嬷+@ 三位好友+转发，阿嬷每天从历史所有转发中抽一位童鞋获得50元话费。但要求：中奖童鞋在中奖日前一天必须转发过阿嬷任何一条微博，不符条件者算弃权。同一个童鞋允许多次中奖，希望大家好运连连.谢谢大家对阿嬷的支持[花心],0
2865,AB8DczyK7,"在#父母访德#办理探亲签证的时候，如果有子女的“正式担保函”，德语叫做""Verpflichtungserklaerung""，就会更容易让父母取得3个月的访德签证。上周去办理了一下，特此记录，把信息提供给各位在#德国#的华人朋友，希望大家办理顺利！(各地情况不同、各人情况不同，请以当地外管局解释为准)",0
4191,zawWqe921,南安普顿（Hants）的宜家今年第一次卖真的圣诞树，25镑一颗，由于进了太多卖不出去，大减价到5镑，之后又狠心直接1镑一颗。。。离着近的，去看看还能不能抢颗回家，这折扣打的，相当于白送了。。。,0
5072,yuxnLfpCZ,【奥运新闻中心现标语：中国记者请尊重工作人员】近日，奥运会媒新闻中心出现令人尴尬场景：一块标有汉字的纸牌写着：中国的记者朋友们，请照顾一下伦敦媒体中心的工作人员，如果你们想拍他们的话，请提前询问他们，尊重一下他们的私人空间，谢谢你们。（新民网）,0
2000,z0BbjEjXs,换个国家，这件事大概能拉下一个总统，解散一个内阁，催生一个制度。在天朝，只能换得几人围观，几声叹息。 今下午1点多，宁波妇幼医院一妇女因负担不起医治孩子的高昂医药费，怀抱仅4个月大的宝宝在住院楼跳楼自杀，经抢救无效死亡。——全民医保，何时来到？,1
4449,yhMSPyMkI,【横沥大停电！】横沥的童鞋伤不起啊！网友@Sam_crew 报料说，他们公司接到通知，横沥全镇将于5月5日晚上10点开始停电，整顿镇内电网，要停26个小时，直到5月6日晚上12点！各位横沥的童鞋赶紧把手机充好电，这么热的天气来个大停电，到底是想肿么了！横沥的童鞋又有什么打算呢？[泪],0
3788,AAems3rYU,#MBLAQ#3月24日将发表第6张迷你专辑《Broken》回归，成员个人预告照公开！ [xkl撒花],0
2366,yvAi3CBH8,【大妈！您太有才啦！】近日，山东一位老大妈受够了汽车在她家门前斑马线呼啸而过，且当地相关部门又帮不上什么忙，让她十分恼怒。她灵机一动，把一个穿着性感薄纱內衣的充气娃娃绑在附近的一棵树上，果然引得司机们纷纷把车速慢下来看个究竟！门前飙车状况大幅改观！[哈哈]（都市快报） ,1
3936,jie8fU,著名的“含笑半步颠”，原来这货还真有。。。实在是居家旅行~杀人灭口……必备良药！[泪],0
3060,z3GIWamxh,【121104 YJ】即使只有一瞬的光线，我也能在擦肩而过的瞬间记住你的模样；即使轮回无数个世纪，我也能在茫茫人海找到你……[心],0
3326,A7X7mkaki,我和小伙伴都惊呆了，这竟然是监狱！（挪威哈尔登监狱———世界上最人性化的监狱）~,0
3263,A9qMQCvoQ,"【68岁老人被继子撵出家 继子称:我又没让他养 是她自愿的[怒] 】68岁的孙桂枝作为继母把3个子女含辛茹苦养大。现在她行动不便,老伴有病卧床,却被继子多次赶出家门,只好回到娘家与90岁母亲蜗居在破房内。提到孙桂枝20多年的养育情,继子冷漠地说:""我又没让她养,是她自愿的,反正我不会养活她""[怒] @大河报",0
4300,A58Benf5f,【潘粤明获儿子探班 顶顶喊着爸爸扑进他怀里】8月17日讯，潘粤明的儿子顶顶亲自来《帝国秘符》的拍摄现场，给爸爸探班，让一旁的伊能静羡慕不已：“当时小朋友一看见粤明，眼睛就亮了，一边喊着爸爸爸爸一边扑进他怀里，看着特别感人。”,0
2091,z5bVBsVta,【怎么鉴定地沟油】炒菜时放一颗剥皮的蒜头(蒜子)，蒜子对黄曲霉素最敏感。如果蒜子变红色就是地沟油，含有大量黄曲霉素。把你家里的油放到冰箱里2个小时，如果出现白色的泡沫一样，那就是地沟油。请发出你的爱心， 转给身边滴朋友吧！  ,1
1135,yyB0mmMxH,【看看人家的富二代】世界亿万富翁比尔盖茨的女儿，全身没有一个明显的名牌，没有开豪华跑车，没有拿奢侈品包包，没有艳丽的浓妆，只有明媚如清晨的朝阳，真正的淑女，从不炫耀自己拥有的一切！！！！！ ,1
1341,zeaHyyI7I,【帝都是怎么了？[震惊]】@米娜33：今儿北京毒气爆表，晚上10点我家水龙头放出来的水成这样儿了，一盆毒死你！奉劝大家这两天儿大家还是把自来水儿给戒了吧！！！！[围观] ,1
1915,yAJWtC54b,中国人拍的《金陵十三钗》小日本让其票房为零。小日本拍的《贞子》3D将于9月12日在中国大陆上映。而9月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让 贞子3D 9月12日票房为零。 朋友们 拿起你的手机转发吧！ 转起转起！,1
1953,yvUkH2ytN,逆天！逆天！假如本届伦敦奥运会结束时，中国代表队还是金牌榜第一，转发本微博并关注@小建OFF 的一人送一台iPhone4s+MacBook Air+ New ipad+touch 。你没有看错，还有特等奖直接送你100台iPhone4S！！！还在等什么！！,1
2162,yAuKWwL7c,【调查地沟油的记者李翔，死了】 身中10余刀，惨死。他为全国不能吃特供的十多亿草泥马的食品安全努力过。他付出了年轻的生命。草泥马们，请动一下鼠标，转发，表达一下谢意。不过分吧？[悲伤]恭请转发！！！。,1
4199,zvmtf0xvO,不要把烦恼带到床上，因为那是一个睡觉的地方；不要把怨恨带到明天，因为那是一个美好的日子；不要把忧郁传染给别人，因为那是一种不道德的行为；不要把不良情绪挂脸上，因为那是一种令人讨厌的表情……笑迎一切就能拥有未来!,0
2674,AgJ3V4qqx,#星娱星乐#其实，有时候腿长腿短，只是拍照后给人的感官错觉而已。#晒长腿大赛#,0
4796,yEaLZnWJU,有没有试过回过头去看你跟一个人的聊天记录，从一开始到现在。看着看着就笑了，笑着笑着就哭了.....一个人，从陌生走近你，然后再陌生。。。,0
4422,A1yjnbmI4,【凤凰夜读】越长时间不说话，就越难找到可说的话题。同理，事情搁置的时间越长，就越难以讨论。 ——伊维塔·泽鲁巴维尔《房间里的大象》 ,0
4729,AeDpHvTRr,今天深圳场来了1000多人实在出乎意外，今天脸被戳爆，手签抽筋，感谢大剑网3的玩家对我们的几乎狂热的支持，只因为你们我们才能一直进步，让我们一起祝福大剑网3[呵呵] 我在:http://t.cn/zRfMqWj,0
257,zrWTehlpB,"当需要论证中国牛逼时,他们说：“中国有五千年的历史文明，美国才区区两百多年,美国算什么？”当需要论证中国不适合与美国等国家接轨时,他们说：“国情不同,再说中国才发展了六十年，美国都已经两百多年了，怎么比啊？”在如此＂伟大＂的唯物变戏法面前，时间真可怜，历史真可怜，真理真可怜！--赵晓 ",1
2522,ygiFVffbS,【庄严国徽下、堂堂法院地，暴打申诉人3】有图有真相，套图来了。云南省高级法院，出来走两步，让我们看看是否“标致极了”。连74岁的老人都下得了手，两个字评价：威武!,1
3170,ykobfvON6,💓好多妈妈对这个酸奶机跃跃欲试呢～我也败了一台回来～真心好用👍～味道非常纯正！准备给妈妈，婆婆各带一台回去～🎯一定要用他家的酸奶粉味道才好，营养才有保证。我看了看，昨天买的粉保质期到2013年的8月呢，可以多囤一些～给一岁下的宝宝吃最好用原味的，自己吃的话有很多不同口味可以选！,0
3948,zfXVzjqjE,#春晚快报#[威武]@赵本山 退出央视春晚后，将携众弟子南下，加盟江苏卫视蛇年春晚。此前已确认@郭德纲 也将参加江苏春晚。[给力]2013年，“赵家班”和“德云社”终于会师，两家pk，你支持哪家呢？[江南style]想必当晚一定很热闹！详情 http://t.cn/zY7lkKJ,0
3809,yqraXub6z,【让洞于民 避暑纳凉】7月1日，杭州市民在吴山游艺场防空洞内纳凉时打牌消遣。当日，浙江杭州10个避暑纳凉点5000多平方米防空洞开始免费接待市民，这也是杭州连续第10年在高温时节“让洞于民，避暑纳凉”。避暑纳凉的防空洞，上海有木有？ via @新华视点 新华社记者韩传号 摄,0
3922,Ajb2RnHvz,【娛網報導】電影《四大名捕2》發布主題曲MV 胡夏清泉音演繹《放下》 (附圖輯) #劉亦菲##胡夏# 已經正式宣布殺入今年賀歲檔混戰，將於12月6日公映的3D新魔幻武俠巨制《四大名捕2》，日前在北京舉辦發布會，公布了影片主題曲《放下》的完整版MV。導演陳嘉上率領影片主演劉 - http://t.cn/8kv0eeF,0
3037,z3Q64pVkv,据说，看到这张图的人，许个愿，在十秒内转发的，就能美梦成真！！我们也试试！！！,0
3518,yyf6XiQyS,来自《罗马》（Rome）和《政坛野兽》（Political Animal）的男演员Ciaran Hinds将在《权力的游戏》（Game of Thrones）第三季中扮演关键角色曼斯·雷德（Mance Rayder）。在书中，曼斯·雷德曾是守夜人军团的成员，后来背誓并加入绝境长城以北的野人群落，最终成为野人之王。第三季2013年3月31日开播！,0
1649,yCpyope7Z,唉···,1
3847,kajmAc,#四六级必过#【四六级终极抱佛脚】①检查有没带齐准考证身份证收音机2B铅笔……②抱佛脚必备：作文预测大全、范文模板大全、翻译句型大全http://t.cn/aKueJm ③加入#必过四六级#微群 http://t.cn/aKFvm4 发泄吐槽有木有？[ok] 最后的抱佛脚机会，不要错过！！,0
4455,yljMS2Cu3,#夜烛读诗#Some birds don’t mean to be caged . Their feathers are just too bright. 有些鸟儿，注定不为鸟笼所羁束。它的每一片羽毛上，都闪耀着自由的光辉——《肖申克的救赎》,0
4651,z4lV5k4hc,【红色穿搭志】在这寒冷的秋冬给自己添点好运吧！[耶]来这学搭配>>>http://t.cn/zjvepD5  ,0
3188,zawVXy65y,"[花心]食肉兽的福利来了！！原中山路大华路交界的中山阁改现在造成了一家自助烧烤叫""牛皇叔""，刚开业不久，中午48元晚上58元，吃到撑死！虽然都是冻肉，烤起来味道也不差，而且这家人品种很多，各种肉菜鱼[花心]还有免费水果饮料供应！食肉兽和烤肉爱好者[阴险]你们懂的 via@吃货瓜",0
3232,z5hhb8P43,【姚晨疑晒新西兰风景照 大婚在即心情好】日前，有消息称@姚晨 将与男友在新西兰完婚，婚期就在近日。随后，大婚的卡通请柬也随之曝光。北京时间今日4:09，新西兰当地时间9点左右，姚晨通过微博晒出一张风景照，网友不禁感慨在美丽的新西兰完婚，难怪她心情那么好。详情：http://t.cn/zjZYFTI (新娱),0
1131,yCBoDCQyp,因为2块钱，特警暴打司机，随即被司机一招KO！！貌似死了。在外面别太横，你不知道谁是BOSS！http://t.cn/zlznn1p,1
470,zawuOqgWv,【泰国签证最新动态 困难或将成为现实[衰]】明年1月2日起，泰国将严格区分赴泰旅游团体签证和个人签证，个人签证要求申请者自己递交材料，自由行必须使用个人签证出境。新政策出来之后，可能会使一些原本准备自由行的游客为规避麻烦的签证手续而改选跟团游，赴泰旅游者或将感觉手续更费钱费时费力[囧],1
416,z9hvjkoDP,【酒吧一帅气男子当场阉割，场面惨烈！！！】@小北京不北同学 近日， 某酒吧 一黑E牌照的白色保时捷 下来4个人 进入该酒吧 将一帅气男子当场阉割 场面惨烈.... ps:这是得罪了哪位大哥啊。。。。。。[衰]（ via：五彩北京）  ,1
4991,yd6enoNBj,知道《人民日报》社有多赚钱吗？在人民网公布的招股书中，人民日报社的业绩首次公布，截至2011年12月31日，人民日报社未经审计总资产65.3亿元，净资产37.9亿元，2011年营收31.7亿，净利润3.57亿。人民网股票代码603000，将于4月10日-13日现场路演，4月下旬有望在上交所上市。,0
3277,z1RA0h7Xz,#蘇有朋#證實#小虎隊#將合體 先出專輯、再開演唱會 表示「小虎隊這三個字，自己認為高過我們三個，承載一代人的情懷」，因此若要合體的話，「希望能夠賓主盡歡，不只是懷舊」。至於「唱酬喬不定」新聞，他也否認：「這個東西一定是平分，少了任何一個人，就不是小虎隊」。新聞全文http://t.cn/zlmpZHf,0
5012,za4AT8OgC,#互动话题#0点—2点《千里共良宵》主题《那些分享过你秘密的人》，主持@小马DJ 。这一生，总有些什么是我们和父母无法言说的，但那些小秘密也需要有人分享，TA可能是你最好的朋友，也可能是曾和你最亲密的人，或者是偶然相识的陌生人，总之TA是你在那一刻觉得最安全最信任的人。。。。。,0
934,zdZQFuITo,【注意！驾车用蓝牙耳机接电话也要被扣分！】近日不少商家以“不怕新交规”“新交规必备”为噱头促销蓝牙耳机。有交警表示，驾车时用蓝牙耳机接听电话仍属“妨碍安全驾驶”行为，会被罚款扣分。 开车时要想打电话，还是乖乖靠边停车吧 ~ 想学更多实用驾车技巧 就关注,1
598,A1OGD9CQH,这是一对父子合影。。。很真实的中国社会写照。,1
3067,A9aALA2sS,＜LI＞：终于结束今天的录影噜^^现在黎开正在探班喔〜到底是谁的班呢？说了大家可也要支持喔^^@徐良L 师兄好帅〜[哈哈][哈哈][哈哈],0
3559,zetVmcngv,【延参法师语录&晚安】“生活中需要那种在失落中的坚强和担当，也需要那种和朋友一起分担困难和过失的雅量。 如果用尽一生都在烦恼中纠缠，在纠缠中痛苦，在痛苦中挣扎，那真的是误读了人生。”——@延参法师 （独家专访内容请关注第205期《环球人物》：http://weibo.com/1647688972/zesEldtQp）,0
2193,zad7lh5fs,真实案件！酒吧一帅气男子当场被阉割 案发现场莉莉玛莲酒吧，一白色保时捷上下来四人进入该酒吧将一男子当场阉割，场面极为惨烈及壮观，鸡毁人亡。睡了不该睡的女人。坑爹呀~大家引以为戒吧~別亂睡別人的女人 是要付出代价的〜,1
4900,AeDjG4Ch0,【流言证实：“键盘记录器”确实存在，而且可能比我们想象的更强大】有关“键盘记录器”的流言再次在微博流传，不少网友对此表示怀疑，觉得看起来很不科学。一位@果壳网 网友试用，并写下使用报告。报告看来，结果惊人……点击图片了解详情。扩散提醒自己的小伙伴们吧！@人民日报   ,0
4750,zh4kjfC5c,在今天過完前要祝福我最親愛的爸爸及姐妹生日快樂！要記得，年年有今日，歲歲有今朝！謝謝上帝愛我們讓我們珍惜彼此，我愛我的家人們，與你們相聚好幸福：）,0
4602,AsjnHau19,参战明天漳州市中级人民法院二审的郑龙江涉黑案部分辩护律师正在研究案情，对细节继续进行分析。明天上午八点半正式开庭，欢迎旁听。广泛大面积刑讯逼供是本案件特点！另：广泛征集了解漳浦县看守所特审室情况的证人，该特审室位于距离看守所大门最远处。电话：13904527179。 我在:http://t.cn/8FUutsU,0
4091,i68fny,"#悠品网微博活动#无论何时何地，宝贝那无忧无虑的欢乐能驱逐我们所有的烦恼，和他们在一起，每天都是“六一”节，那份童真的烂漫也似乎回来了.【粉丝专享】即时起至5月30日15点,成为悠品购物网粉丝并@3个以上好友,就有机会获取“趴趴熊滚球毛绒公仔”。大朋友,小朋友们一起来吧~http://t.cn/hDULoG",0
4966,ytYBDf8nt,【国安球迷双手指天祈福暴雨灾区】http://t.cn/zWSo1b5 7月24日，在一场友谊赛中，北京国安主场0-6不敌拜仁。国安的球迷们在观看比赛中，心系上周因北京超大暴雨而受灾的房山人民，现场喊起了“房山挺住”。球迷也拉起横幅为灾区人民加油祈福。图片来自微博网友@In_Ang @国安老爷车是单身老爸,0
5068,zoYyhyYRD,【史上最便宜的手机投影仪】手把手教你做，成本非常低！ 不信试试~ [转],0
248,A0HwhjzpL,【临武县县长是维稳学硕士学位】临武县委副书记、县长 贺遵庆的百度个人资料简历：其中有两句“在职研究生学历，维稳学硕士学位”。[晕][晕][吃惊][吃惊]打死瓜农、抢走尸体、围殴记者⋯⋯原来人家是维稳高材生！,1
1403,zn4CumVyF,太可怕了，今年3.15又有17种“问题食品”曝光：1兰州拉面，2砂锅粥‘加料’致癌，3来伊份，4立顿茶，5太子了奶粉，6星巴克冰乐，7东北饺子参老鼠肉，8蛋黄派和榴莲酥，9蒙牛，10统一奶茶，11蛇果上蜡，12可乐，13费列巧克力有‘活蛀虫’，14烧烤，15人造鸡蛋，16绝育黄瓜，17果粒橙！这是在服毒吗？,1
4516,yfxxj1tRL,【基金总裁伤不起】@谭昊：京城一著名公募总经理在员工大会上说，“如果我死了就算了，但凡我还有一口气在，就一定要把投资者的钱赚回来。”这家公司目前有200多万持有人，6年间亏损173亿。他对投研部门唯一要求是，“你们怎么把钱赔出去的，就怎么给我赚回来，否则我死不瞑目。”此刻，他正在病中。,0
3601,yvERqaAZZ,#雾都熬晕# 然后Marcel这孩子一个激灵 发现一只手在拿花 一只手在搂着腋毛sama 怎么才能拿牌子呢？ 然后...三个人都为这二货笑了,0
5087,ydz0BAY6i,我毕生的理想，就是找个高高大大的男生，他就那么随便一帅，我就那么随便一赖，然后岁月流逝，我们手拉着手，磨磨蹭蹭地变老。,0
4777,yvXHvqXky,【平安的“金融超市”帝国梦：保险银行投资一站式服务】同一个账号，同一套密码，你可以购买和管理保险、银行、投资理财等所有产品。不必再在银行、保险公司和证券公司之间来回跑。这种类似沃尔玛的金融超市，来自马明哲“一个客户、一个账户、多种产品、一站式服务”的设想。http://t.cn/zWOyGrf,0
5104,ktkXPw,新郎新娘在哪儿？不会开着宝马殉情吧！《武汉雨景》...,0
4514,z2ascrQAy,【这一秒不放弃，下一秒就会有希望】1、人生像杯没糖咖啡，喝起来苦涩，回味却有久久余香；2、人生是场旅行，不在乎目的地，在乎的是沿途的风景以及看风景的心情；3、人生是条坎坷曲折路，即使不断的跌倒，也一定要爬起来，坚持自己的梦想。4、记住，这一秒不放弃，下一秒就会有希望。,0
4862,z7ulFtV30,【5名90后青年法庭受审 多次笑场不以为然】昨天，南京鼓楼区人民法院开庭审理了一起非法拘禁案，5名被告都是90后的年轻人，因为吸毒而相识，当这些年轻人站在法庭上的时候，依然显得很无所谓。http://t.cn/zjtxvdy,0
332,zeqsPcFni,【杭州出现新公交骗局】杭州最近发生了系列高级骗局，乘公交车的亲人们警惕哦。骗子最新手法：在公交车上，三人一组，三个骗子围坐在你周围，借机把手机放在你手袋或衣袋中，之后就说不见手机了。骗子借同伙致电自己手机时，你袋里的手机就会响起，令你变成小偷，屈你钱。在杭州的朋友要当心了！（转）,1
2909,A5YAxcP6E,【美人迟暮，总有一种无奈的悲伤[泪] 】近日，息影多年的王祖贤秘密返港。今日傍晚时分现身铜锣湾购物。曾经的女神，多年不见，容颜已改。如今46岁的王祖贤相貌已经走样，看上去差点认不出来。我和我的小伙伴们感到很忧桑...http://t.cn/zQF8qk7新浪娱乐,0
2862,ynBbhtu0R,#北京突发#【北京1人或中5.7亿 彩票出自三里屯】@头条新闻 ：今晚双色球出117注一等奖，每注奖金518万，其中北京1人或独揽110注，获得5.7亿！彩票出自三里屯南路18号105882号投注站，得主超越5.65亿成为中国第一人！http://t.cn/zWPAJ9n,0
1374,A02LCz3vv,[给力][围观][围观][围观]朋友帮忙！ 求扩散，今天上午我同学的同事的女儿在唐山市大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我们同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！（转发）,1
2159,yrQQfgiUw,【汽车里遗留的水别喝】有位朋友的母亲最近才被诊断出乳腺癌。 医生告诉她︰女性实在不应该喝留放在汽车里的瓶裝水。热能和塑胶瓶子兩者遇在一起就会产生化学物质，而那些将会导致人们罹患乳腺癌。---- 天气变热，在此提醒广大朋友小心并且千万不要喝留放在车子里头的瓶裝水。  ,1
4996,z7W8J4igU,【王岐山反腐座谈会禁念稿 财产公开成会场焦点】近日，王岐山主持座谈会听取专家反腐建议。某专家发言刚提到“尊敬的王书记”就被打断，他要求少说客套话，并表示：参加王某人的会，不准念发言稿，要学会深刻思考。会上，多位专家均谈到尽快实行官员财产收入申报公开等。（新京报）http://t.cn/zjVGIAD,0
624,z6IP8dsf7,@炎黄秦火火: 广西自治区副主席孙瑜也出事了！他与情人的艳照曝光，目前正在被调查。评：让官员艳照来的更猛烈些吧！@焦点联播 @袁裕来律师 @中国微闻 @历史断片 @晓玲有话说 @观点联播V,1
872,ywcqrt4TG,#刘翔摔倒案#刘翔的7步上篮法是针对起跑点到第一个高栏的距离13.72米，英国人把第一个高栏改到了13.85米的距离所以刘翔第一脚就踩栏了，这也导致最后小组有4个人踩栏摔倒。今年110米栏，每个栏高了4.3㎝，原因是奥组委考虑到比赛时刮风下雨的可能性，在栏底增加了吸水的材料，这解释合理么？ ​,1
3053,kgqQHw,《坏品位非常喜欢的日本CULT动画短片 第二波 颜色 味道更棒！》 http://t.cn/hrfmuE 更多坏品位短片在http://t.cn/heXN3a[奥特曼],0
1778,Avv9P8UIb,【保护小动物们的好消息来了！[鼓掌]】上海已开通全国首个卖猫狗肉的举报电话！只要拨打食品药品安全投诉热线12331就可举报，而且政府奖励¥500！！！已经有网友举报成功并拿到了奖金！这可谓是新年最好的消息之一了，爱猫狗的亲们赶紧转起来吧！！！[good][good][good]「上海资讯，微信搜：iknow021」,1
4170,zmoihxVET,广告人必读书籍：1. 《一个广告人的自白》2.《 如何做创意》 3. 《定位》 4. 《我的广告生涯•科学的广告》5. 《广告文案•名人堂》 6. 《创意》 7. 《大创意》 即《蔚蓝诡计》 8. 《奥格威谈广告》 9. 《广告的艺术》 10. 《拉斯克尔的广告历程》 11. 《实效的广告》 12. 《广告大师奥格威》。晚安！,0
241,zata89ByN,【酒吧一帅气男子当场被阉割[吃驚]】案发现场莉莉玛莲酒吧，一白色保时捷上下来四人进入该酒吧将一男子当场阉割，场面极为惨烈及壮观，鸡毁人亡。[衰]睡了不该睡的女人。大家引以为戒吧，別乱睡別人的女人 是要付出代价的。[汗]via：安ANGEL其,1
2071,yCJjUDpaa,爱尔兰瑞尔航空公司今早公布的新LOGO……via@白丁2008,1
4048,diky1f,今晚研究百合网，婚恋网站，因为明天做会议主持要对话百合网老大。第一次注册，看到好多姑娘的照片，但是系统给我推荐的怎么全是30岁以上的姑娘呢？在百合上看到一个有意思的统计分析，见附图~，女人应该在25岁之前把自己嫁出去哦~,0
602,zauWD7HiA,各位朋友注意啦： 如果你有交通违章未处理的，请在12月31号前办理，如果拖到明年一月一日后办理，会按新的扣分办法处理的。中央电视台《焦点访谈》已经播出，如果愿意，把这条信息发给你知道的群. 交通新规】2013年1月1日施行。,1
2898,z9sSL8As4,#互动话题#0点—2点 《千里共良宵》主题《再无来生，可以重逢》，主持人@DJ黄欢。缘由是，既然这么多人尽管明白关于末日其实就是个传说，但人们都愿意去关注并为这一天做些什么，那我们就在黑夜里，与TA重逢。。。。。。,0
4707,yetzzdqZu,初吻还在的同学，请默默转发，证明你最纯洁的时候到了！[害羞],0
4569,z5gzAzHDk,【情報】團長代班主持娛百 SHE『好友音樂會』👍👍👍👍  cr：娛樂百分百FACEBOOK,0
3436,yFnWC4aM9,"【纪念日】四年,一晃眼,或许你谈了一场刻骨铭心的恋爱,或许你收获了会陪伴一生的友谊,不管怎样,烙在心上的东西,忘不了,丢不掉,就像当初跨进百度李敏镐吧一样,怀着憧憬,带着一路或欢笑或荆棘走到现在,未来的五年六年…许多年,还要看到那么多怀着相同信念的姑娘一起欢笑.四周年,我们在这里--百度李敏镐吧",0
1142,ztFUDwkg0,"@李和平律师 【特大新闻】：原温州瓯2010年9月29日原温州瓯海区委书记谢再兴杀害情妇 已被执行死刑 ,2013年4月被执行死刑三年后谢再兴又被人发现复活。那么，当年初执行死刑的是一个替身了。中国啊，中国啊！您也真的是太特色了！太可怕了！http://t.cn/zTaK038",1
3020,A0EE5ueXq,我同Eason講，去到<人來人往>我已經喊喇⋯。佢答我，因為我哋年紀大喇⋯。 （就係年紀大咗，聽你嘅歌，味道更覺濃，圖畫更立體。今晚明白了一件事：人愈大，識得享受嘅更加多！⋯多謝Eason!繼續Good show!!!)@吹神 ,0
206,zsZvCcegh,最新消息，庐山大部分老房子已经坍塌，已有伤亡，成都双流机场一度关闭，为了缓解交通，没紧急事不要前往雅安。四川雅安庐山县地区非紧急情况请尽量少使用移动电话，保证紧急通讯通畅。求扩散！[话筒] [蜡烛] ,1
308,ADvJvfysY,哎！@文章同學 ，道歉词都是抄襲@高晓松 的。此人已无药可救了。娱乐真讽刺。,1
4480,yqsC8duZY,【深圳告别“以药养医”】今日起，深圳市所有公立医院医保目录药品15%-25%加成全部取消，医院药房卖药“零利润”，门诊患者可以自行到药店购药。深圳成为全国首个全面启动医药分开改革的城市，率先迈出从制度上遏制医疗腐败、打破“以药养医”怪圈的一大步。 新华社记者梁旭 摄,0
4866,z6qq9oTfS,#盟盟说晚安#今天是感恩节。无意凑洋节的热闹，却不失为提醒：该感谢父母无怨无悔的大爱，师长不倦不怠的教诲，朋友不离不弃的支持，生活如意不如意带来的成长。对帮过自己的人说声感谢，再将收获过的善意给予他人。感恩之心让生活变得温和，让心灵感到富足。别吝啬那句“谢谢”。[心] 晚安！,0
4027,yzsowf1RP,"【日本现摸胸募捐】在8月25日至26日播放的节目《24小时TV 工口拯救地球2012》中,名为“用揉胸来贡献社会”的特别活动在东京新宿区直播会场举办.截至26日下午6时活动共有捐款者4690人次,募集善款420万4836日元,来场者和捐款额都是去年的两倍,甚至还有前后共捐款20次.(凤凰网)PS：典型的岛国特色[威武] ",0
4061,Aga4XgHDz,【晚安：[心] 《Bernadette's Song》】小伙伴们都被《生活大爆炸》最新一集中Howard写给Bernadette的那首《If I Didn't Have You》戳泪点了吧！其实这首歌的作者正是客串过Raj前女友Lucy的那个Kate Micucci 写的。小伙伴们请为她的才华鼓掌，并再次欣赏《Bernadette's Song》！http://t.cn/zR6vrLS,0
992,zhCujk9Ss,《贪官董建柱从8楼女部下家裸体逃跑》河北省审计厅厅长助理 #董建柱#，色胆包天，与女下属偷情被其配偶堵住后，裸体攀爬 8 楼管道脱逃，奇险震惊网络，#裸跑跑# 一举成名。天朝公仆，没有最，只有更！ ,1
